n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja
1614,"(326.875,326.9]",326.875,326.9,0.025,ppt,1.1855364552459988e-4,0
1615,"(326.975,327]",326.975,327,0.025,ppt,1.7244166621759982e-4,0
1616,"(327.075,327.1]",327.075,327.1,0.025,ppt,1.5088645794039985e-4,0
1617,"(327.175,327.2]",327.175,327.2,0.025,ppt,1.2933124966319986e-4,0
1618,"(327.275,327.3]",327.275,327.3,0.025,ppt,1.939968744947998e-4,0
1619,"(327.375,327.4]",327.375,327.4,0.025,ppt,8.622083310879991e-5,0
1620,"(327.475,327.5]",327.475,327.5,0.025,ppt,1.2933124966319986e-4,0
1621,"(327.575,327.6]",327.575,327.6,0.025,ppt,7.544322897019993e-5,0
1622,"(327.675,327.7]",327.675,327.7,0.025,ppt,7.544322897019993e-5,0
1623,"(327.775,327.8]",327.775,327.8,0.025,ppt,7.544322897019993e-5,0
1624,"(327.875,327.9]",327.875,327.9,0.025,ppt,1.1855364552459988e-4,0
1625,"(327.975,328]",327.975,328,0.025,ppt,2.047744786333998e-4,0
1626,"(328.075,328.1]",328.075,328.1,0.025,ppt,1.6166406207899985e-4,0
1627,"(328.175,328.2]",328.175,328.2,0.025,ppt,8.622083310879991e-5,0
1628,"(328.275,328.3]",328.275,328.3,0.025,ppt,1.7244166621759982e-4,0
1629,"(328.375,328.4]",328.375,328.4,0.025,ppt,1.2933124966319986e-4,0
1630,"(328.475,328.5]",328.475,328.5,0.025,ppt,9.69984372473999e-5,0
1631,"(328.575,328.6]",328.575,328.6,0.025,ppt,1.1855364552459988e-4,0
1632,"(328.675,328.7]",328.675,328.7,0.025,ppt,1.077760413859999e-4,0
1633,"(328.775,328.8]",328.775,328.8,0.025,ppt,8.622083310879991e-5,0
1634,"(328.875,328.9]",328.875,328.9,0.025,ppt,1.077760413859999e-4,0
1635,"(328.975,329]",328.975,329,0.025,ppt,1.5088645794039985e-4,0
1636,"(329.075,329.1]",329.075,329.1,0.025,ppt,1.077760413859999e-4,0
1637,"(329.175,329.2]",329.175,329.2,0.025,ppt,1.077760413859999e-4,0
1638,"(329.275,329.3]",329.275,329.3,0.025,ppt,9.69984372473999e-5,0
1639,"(329.375,329.4]",329.375,329.4,0.025,ppt,1.1855364552459988e-4,0
1640,"(329.475,329.5]",329.475,329.5,0.025,ppt,1.077760413859999e-4,0
1641,"(329.575,329.6]",329.575,329.6,0.025,ppt,1.077760413859999e-4,0
1642,"(329.675,329.7]",329.675,329.7,0.025,ppt,8.622083310879991e-5,0
1643,"(329.775,329.8]",329.775,329.8,0.025,ppt,1.1855364552459988e-4,0
1644,"(329.875,329.9]",329.875,329.9,0.025,ppt,9.69984372473999e-5,0
1645,"(329.975,330]",329.975,330,0.025,ppt,1.077760413859999e-4,0
1646,"(330.075,330.1]",330.075,330.1,0.025,ppt,1.077760413859999e-4,0
1647,"(330.175,330.2]",330.175,330.2,0.025,ppt,1.4010885380179986e-4,0
1648,"(330.275,330.3]",330.275,330.3,0.025,ppt,1.1855364552459988e-4,0
1649,"(330.3,330.325]",330.3,330.325,0.025,ppt,1.0777604138599989e-5,0
1650,"(330.375,330.4]",330.375,330.4,0.025,ppt,9.69984372473999e-5,0
1651,"(330.475,330.5]",330.475,330.5,0.025,ppt,8.622083310879991e-5,0
1652,"(330.5,330.525]",330.5,330.525,0.025,ppt,1.0777604138599989e-5,0
1653,"(330.575,330.6]",330.575,330.6,0.025,ppt,1.5088645794039985e-4,0
1654,"(330.675,330.7]",330.675,330.7,0.025,ppt,1.1855364552459988e-4,0
1655,"(330.775,330.8]",330.775,330.8,0.025,ppt,1.5088645794039985e-4,0
1656,"(330.875,330.9]",330.875,330.9,0.025,ppt,1.832192703561998e-4,0
1657,"(330.975,331]",330.975,331,0.025,ppt,7.544322897019993e-5,0
1658,"(331.075,331.1]",331.075,331.1,0.025,ppt,9.69984372473999e-5,0
1659,"(331.175,331.2]",331.175,331.2,0.025,ppt,5.388802069299995e-5,0
1660,"(331.275,331.3]",331.275,331.3,0.025,ppt,7.544322897019993e-5,0
1661,"(331.375,331.4]",331.375,331.4,0.025,ppt,9.69984372473999e-5,0
1662,"(331.475,331.5]",331.475,331.5,0.025,ppt,1.4010885380179986e-4,0
1663,"(331.575,331.6]",331.575,331.6,0.025,ppt,6.466562483159993e-5,0
1664,"(331.675,331.7]",331.675,331.7,0.025,ppt,1.4010885380179986e-4,0
1665,"(331.775,331.8]",331.775,331.8,0.025,ppt,1.1855364552459988e-4,0
1666,"(331.875,331.9]",331.875,331.9,0.025,ppt,8.622083310879991e-5,0
1667,"(331.975,332]",331.975,332,0.025,ppt,1.4010885380179986e-4,0
1668,"(332.075,332.1]",332.075,332.1,0.025,ppt,1.1855364552459988e-4,0
1669,"(332.175,332.2]",332.175,332.2,0.025,ppt,1.077760413859999e-4,0
1670,"(332.275,332.3]",332.275,332.3,0.025,ppt,8.622083310879991e-5,0
1671,"(332.375,332.4]",332.375,332.4,0.025,ppt,1.1855364552459988e-4,0
1672,"(332.475,332.5]",332.475,332.5,0.025,ppt,5.388802069299995e-5,0
1673,"(332.575,332.6]",332.575,332.6,0.025,ppt,1.1855364552459988e-4,0
1674,"(332.675,332.7]",332.675,332.7,0.025,ppt,5.388802069299995e-5,0
1675,"(332.775,332.8]",332.775,332.8,0.025,ppt,3.2332812415799966e-5,0
1676,"(332.875,332.9]",332.875,332.9,0.025,ppt,7.544322897019993e-5,0
1677,"(332.975,333]",332.975,333,0.025,ppt,9.69984372473999e-5,0
1678,"(333,333.025]",333,333.025,0.025,ppt,1.0777604138599989e-5,0
1679,"(333.075,333.1]",333.075,333.1,0.025,ppt,1.939968744947998e-4,0
1680,"(333.175,333.2]",333.175,333.2,0.025,ppt,6.466562483159993e-5,0
1681,"(333.275,333.3]",333.275,333.3,0.025,ppt,8.622083310879991e-5,0
1682,"(333.3,333.325]",333.3,333.325,0.025,ppt,1.0777604138599989e-5,0
1683,"(333.375,333.4]",333.375,333.4,0.025,ppt,1.5088645794039985e-4,0
1684,"(333.475,333.5]",333.475,333.5,0.025,ppt,9.69984372473999e-5,0
1685,"(333.575,333.6]",333.575,333.6,0.025,ppt,1.077760413859999e-4,0
1686,"(333.675,333.7]",333.675,333.7,0.025,ppt,9.69984372473999e-5,0
1687,"(333.775,333.8]",333.775,333.8,0.025,ppt,1.2933124966319986e-4,0
1688,"(333.875,333.9]",333.875,333.9,0.025,ppt,1.077760413859999e-4,0
1689,"(333.975,334]",333.975,334,0.025,ppt,2.1555208277199977e-5,0
1690,"(334.075,334.1]",334.075,334.1,0.025,ppt,2.047744786333998e-4,0
1691,"(334.175,334.2]",334.175,334.2,0.025,ppt,8.622083310879991e-5,0
1692,"(334.275,334.3]",334.275,334.3,0.025,ppt,8.622083310879991e-5,0
1693,"(334.375,334.4]",334.375,334.4,0.025,ppt,1.1855364552459988e-4,0
1694,"(334.475,334.5]",334.475,334.5,0.025,ppt,1.1855364552459988e-4,0
1695,"(334.575,334.6]",334.575,334.6,0.025,ppt,1.1855364552459988e-4,0
1696,"(334.675,334.7]",334.675,334.7,0.025,ppt,1.2933124966319986e-4,0
1697,"(334.775,334.8]",334.775,334.8,0.025,ppt,1.1855364552459988e-4,0
1698,"(334.875,334.9]",334.875,334.9,0.025,ppt,4.3110416554399954e-5,0
1699,"(334.975,335]",334.975,335,0.025,ppt,1.077760413859999e-4,0
1700,"(335.075,335.1]",335.075,335.1,0.025,ppt,9.69984372473999e-5,0
1701,"(335.175,335.2]",335.175,335.2,0.025,ppt,1.1855364552459988e-4,0
1702,"(335.275,335.3]",335.275,335.3,0.025,ppt,6.466562483159993e-5,0
1703,"(335.375,335.4]",335.375,335.4,0.025,ppt,1.2933124966319986e-4,0
1704,"(335.475,335.5]",335.475,335.5,0.025,ppt,4.3110416554399954e-5,0
1705,"(335.575,335.6]",335.575,335.6,0.025,ppt,7.544322897019993e-5,0
1706,"(335.675,335.7]",335.675,335.7,0.025,ppt,6.466562483159993e-5,0
1707,"(335.775,335.8]",335.775,335.8,0.025,ppt,1.1855364552459988e-4,0
1708,"(335.8,335.825]",335.8,335.825,0.025,ppt,1.0777604138599989e-5,0
1709,"(335.875,335.9]",335.875,335.9,0.025,ppt,9.69984372473999e-5,0
1710,"(335.975,336]",335.975,336,0.025,ppt,1.2933124966319986e-4,0
1711,"(336.075,336.1]",336.075,336.1,0.025,ppt,8.622083310879991e-5,0
1712,"(336.175,336.2]",336.175,336.2,0.025,ppt,1.2933124966319986e-4,0
1713,"(336.275,336.3]",336.275,336.3,0.025,ppt,5.388802069299995e-5,0
1714,"(336.375,336.4]",336.375,336.4,0.025,ppt,8.622083310879991e-5,0
1715,"(336.475,336.5]",336.475,336.5,0.025,ppt,5.388802069299995e-5,0
1716,"(336.575,336.6]",336.575,336.6,0.025,ppt,6.466562483159993e-5,0
1717,"(336.675,336.7]",336.675,336.7,0.025,ppt,7.544322897019993e-5,0
1718,"(336.775,336.8]",336.775,336.8,0.025,ppt,1.6166406207899985e-4,0
1719,"(336.875,336.9]",336.875,336.9,0.025,ppt,1.1855364552459988e-4,0
1720,"(336.975,337]",336.975,337,0.025,ppt,8.622083310879991e-5,0
1721,"(337.075,337.1]",337.075,337.1,0.025,ppt,6.466562483159993e-5,0
1722,"(337.175,337.2]",337.175,337.2,0.025,ppt,3.2332812415799966e-5,0
1723,"(337.275,337.3]",337.275,337.3,0.025,ppt,1.4010885380179986e-4,0
1724,"(337.375,337.4]",337.375,337.4,0.025,ppt,1.4010885380179986e-4,0
1725,"(337.475,337.5]",337.475,337.5,0.025,ppt,1.077760413859999e-4,0
1726,"(337.575,337.6]",337.575,337.6,0.025,ppt,4.3110416554399954e-5,0
1727,"(337.675,337.7]",337.675,337.7,0.025,ppt,1.077760413859999e-4,0
1728,"(337.775,337.8]",337.775,337.8,0.025,ppt,9.69984372473999e-5,0
1729,"(337.875,337.9]",337.875,337.9,0.025,ppt,8.622083310879991e-5,0
1730,"(337.975,338]",337.975,338,0.025,ppt,1.1855364552459988e-4,0
1731,"(338.075,338.1]",338.075,338.1,0.025,ppt,1.0777604138599989e-5,0
1732,"(338.175,338.2]",338.175,338.2,0.025,ppt,1.4010885380179986e-4,0
1733,"(338.275,338.3]",338.275,338.3,0.025,ppt,1.4010885380179986e-4,0
1734,"(338.375,338.4]",338.375,338.4,0.025,ppt,1.1855364552459988e-4,0
1735,"(338.475,338.5]",338.475,338.5,0.025,ppt,1.2933124966319986e-4,0
1736,"(338.575,338.6]",338.575,338.6,0.025,ppt,1.5088645794039985e-4,0
1737,"(338.675,338.7]",338.675,338.7,0.025,ppt,9.69984372473999e-5,0
1738,"(338.775,338.8]",338.775,338.8,0.025,ppt,1.4010885380179986e-4,0
1739,"(338.875,338.9]",338.875,338.9,0.025,ppt,1.2933124966319986e-4,0
1740,"(338.975,339]",338.975,339,0.025,ppt,1.1855364552459988e-4,0
1741,"(339.075,339.1]",339.075,339.1,0.025,ppt,8.622083310879991e-5,0
1742,"(339.175,339.2]",339.175,339.2,0.025,ppt,1.077760413859999e-4,0
1743,"(339.275,339.3]",339.275,339.3,0.025,ppt,1.077760413859999e-4,0
1744,"(339.375,339.4]",339.375,339.4,0.025,ppt,7.544322897019993e-5,0
1745,"(339.475,339.5]",339.475,339.5,0.025,ppt,1.077760413859999e-4,0
1746,"(339.575,339.6]",339.575,339.6,0.025,ppt,1.077760413859999e-4,0
1747,"(339.675,339.7]",339.675,339.7,0.025,ppt,1.4010885380179986e-4,0
1748,"(339.775,339.8]",339.775,339.8,0.025,ppt,1.2933124966319986e-4,0
1749,"(339.875,339.9]",339.875,339.9,0.025,ppt,9.69984372473999e-5,0
1750,"(339.975,340]",339.975,340,0.025,ppt,7.544322897019993e-5,0
1751,"(340.075,340.1]",340.075,340.1,0.025,ppt,1.077760413859999e-4,0
1752,"(340.175,340.2]",340.175,340.2,0.025,ppt,9.69984372473999e-5,0
1753,"(340.275,340.3]",340.275,340.3,0.025,ppt,1.077760413859999e-4,0
1754,"(340.375,340.4]",340.375,340.4,0.025,ppt,7.544322897019993e-5,0
1755,"(340.475,340.5]",340.475,340.5,0.025,ppt,1.7244166621759982e-4,0
1756,"(340.575,340.6]",340.575,340.6,0.025,ppt,1.4010885380179986e-4,0
1757,"(340.675,340.7]",340.675,340.7,0.025,ppt,1.2933124966319986e-4,0
1758,"(340.775,340.8]",340.775,340.8,0.025,ppt,8.622083310879991e-5,0
1759,"(340.875,340.9]",340.875,340.9,0.025,ppt,1.4010885380179986e-4,0
1760,"(340.975,341]",340.975,341,0.025,ppt,4.3110416554399954e-5,0
1761,"(341.075,341.1]",341.075,341.1,0.025,ppt,4.3110416554399954e-5,0
1762,"(341.175,341.2]",341.175,341.2,0.025,ppt,7.544322897019993e-5,0
1763,"(341.275,341.3]",341.275,341.3,0.025,ppt,9.69984372473999e-5,0
1764,"(341.375,341.4]",341.375,341.4,0.025,ppt,8.622083310879991e-5,0
1765,"(341.475,341.5]",341.475,341.5,0.025,ppt,8.622083310879991e-5,0
1766,"(341.575,341.6]",341.575,341.6,0.025,ppt,1.5088645794039985e-4,0
1767,"(341.675,341.7]",341.675,341.7,0.025,ppt,1.4010885380179986e-4,0
1768,"(341.775,341.8]",341.775,341.8,0.025,ppt,1.2933124966319986e-4,0
1769,"(341.875,341.9]",341.875,341.9,0.025,ppt,9.69984372473999e-5,0
1770,"(341.975,342]",341.975,342,0.025,ppt,1.6166406207899985e-4,0
1771,"(342,342.025]",342,342.025,0.025,ppt,1.0777604138599989e-5,0
1772,"(342.075,342.1]",342.075,342.1,0.025,ppt,1.077760413859999e-4,0
1773,"(342.175,342.2]",342.175,342.2,0.025,ppt,9.69984372473999e-5,0
1774,"(342.275,342.3]",342.275,342.3,0.025,ppt,1.2933124966319986e-4,0
1775,"(342.375,342.4]",342.375,342.4,0.025,ppt,6.466562483159993e-5,0
1776,"(342.475,342.5]",342.475,342.5,0.025,ppt,6.466562483159993e-5,0
1777,"(342.5,342.525]",342.5,342.525,0.025,ppt,1.0777604138599989e-5,0
1778,"(342.575,342.6]",342.575,342.6,0.025,ppt,1.1855364552459988e-4,0
1779,"(342.675,342.7]",342.675,342.7,0.025,ppt,9.69984372473999e-5,0
1780,"(342.775,342.8]",342.775,342.8,0.025,ppt,1.6166406207899985e-4,0
1781,"(342.8,342.825]",342.8,342.825,0.025,ppt,1.0777604138599989e-5,0
1782,"(342.875,342.9]",342.875,342.9,0.025,ppt,9.69984372473999e-5,0
1783,"(342.975,343]",342.975,343,0.025,ppt,7.544322897019993e-5,0
1784,"(343.075,343.1]",343.075,343.1,0.025,ppt,4.3110416554399954e-5,0
1785,"(343.175,343.2]",343.175,343.2,0.025,ppt,1.2933124966319986e-4,0
1786,"(343.275,343.3]",343.275,343.3,0.025,ppt,6.466562483159993e-5,0
1787,"(343.375,343.4]",343.375,343.4,0.025,ppt,1.7244166621759982e-4,0
1788,"(343.475,343.5]",343.475,343.5,0.025,ppt,1.1855364552459988e-4,0
1789,"(343.5,343.525]",343.5,343.525,0.025,ppt,1.0777604138599989e-5,0
1790,"(343.575,343.6]",343.575,343.6,0.025,ppt,5.388802069299995e-5,0
1791,"(343.675,343.7]",343.675,343.7,0.025,ppt,1.4010885380179986e-4,0
1792,"(343.775,343.8]",343.775,343.8,0.025,ppt,5.388802069299995e-5,0
1793,"(343.8,343.825]",343.8,343.825,0.025,ppt,1.0777604138599989e-5,0
1794,"(343.875,343.9]",343.875,343.9,0.025,ppt,1.4010885380179986e-4,0
1795,"(343.975,344]",343.975,344,0.025,ppt,7.544322897019993e-5,0
1796,"(344.075,344.1]",344.075,344.1,0.025,ppt,4.3110416554399954e-5,0
1797,"(344.175,344.2]",344.175,344.2,0.025,ppt,1.1855364552459988e-4,0
1798,"(344.275,344.3]",344.275,344.3,0.025,ppt,5.388802069299995e-5,0
1799,"(344.375,344.4]",344.375,344.4,0.025,ppt,2.047744786333998e-4,0
1800,"(344.475,344.5]",344.475,344.5,0.025,ppt,7.544322897019993e-5,0
1801,"(344.575,344.6]",344.575,344.6,0.025,ppt,9.69984372473999e-5,0
1802,"(344.675,344.7]",344.675,344.7,0.025,ppt,7.544322897019993e-5,0
1803,"(344.775,344.8]",344.775,344.8,0.025,ppt,8.622083310879991e-5,0
1804,"(344.875,344.9]",344.875,344.9,0.025,ppt,7.544322897019993e-5,0
1805,"(344.975,345]",344.975,345,0.025,ppt,2.047744786333998e-4,0
1806,"(345.075,345.1]",345.075,345.1,0.025,ppt,1.2933124966319986e-4,0
1807,"(345.175,345.2]",345.175,345.2,0.025,ppt,1.077760413859999e-4,0
1808,"(345.275,345.3]",345.275,345.3,0.025,ppt,9.69984372473999e-5,0
1809,"(345.375,345.4]",345.375,345.4,0.025,ppt,1.1855364552459988e-4,0
1810,"(345.475,345.5]",345.475,345.5,0.025,ppt,9.69984372473999e-5,0
1811,"(345.575,345.6]",345.575,345.6,0.025,ppt,8.622083310879991e-5,0
1812,"(345.675,345.7]",345.675,345.7,0.025,ppt,7.544322897019993e-5,0
1813,"(345.775,345.8]",345.775,345.8,0.025,ppt,1.077760413859999e-4,0
1814,"(345.8,345.825]",345.8,345.825,0.025,ppt,1.0777604138599989e-5,0
1815,"(345.875,345.9]",345.875,345.9,0.025,ppt,9.69984372473999e-5,0
1816,"(345.975,346]",345.975,346,0.025,ppt,1.7244166621759982e-4,0
1817,"(346.075,346.1]",346.075,346.1,0.025,ppt,1.077760413859999e-4,0
1818,"(346.175,346.2]",346.175,346.2,0.025,ppt,1.077760413859999e-4,0
1819,"(346.275,346.3]",346.275,346.3,0.025,ppt,7.544322897019993e-5,0
1820,"(346.375,346.4]",346.375,346.4,0.025,ppt,1.077760413859999e-4,0
1821,"(346.475,346.5]",346.475,346.5,0.025,ppt,1.077760413859999e-4,0
1822,"(346.575,346.6]",346.575,346.6,0.025,ppt,1.4010885380179986e-4,0
1823,"(346.675,346.7]",346.675,346.7,0.025,ppt,7.544322897019993e-5,0
1824,"(346.775,346.8]",346.775,346.8,0.025,ppt,1.077760413859999e-4,0
1825,"(346.875,346.9]",346.875,346.9,0.025,ppt,1.5088645794039985e-4,0
1826,"(346.975,347]",346.975,347,0.025,ppt,9.69984372473999e-5,0
1827,"(347.075,347.1]",347.075,347.1,0.025,ppt,1.1855364552459988e-4,0
1828,"(347.175,347.2]",347.175,347.2,0.025,ppt,1.4010885380179986e-4,0
1829,"(347.275,347.3]",347.275,347.3,0.025,ppt,1.077760413859999e-4,0
1830,"(347.375,347.4]",347.375,347.4,0.025,ppt,1.077760413859999e-4,0
1831,"(347.475,347.5]",347.475,347.5,0.025,ppt,5.388802069299995e-5,0
1832,"(347.575,347.6]",347.575,347.6,0.025,ppt,1.1855364552459988e-4,0
1833,"(347.675,347.7]",347.675,347.7,0.025,ppt,1.2933124966319986e-4,0
1834,"(347.775,347.8]",347.775,347.8,0.025,ppt,1.2933124966319986e-4,0
1835,"(347.875,347.9]",347.875,347.9,0.025,ppt,1.6166406207899985e-4,0
1836,"(347.975,348]",347.975,348,0.025,ppt,1.2933124966319986e-4,0
1837,"(348.075,348.1]",348.075,348.1,0.025,ppt,8.622083310879991e-5,0
1838,"(348.175,348.2]",348.175,348.2,0.025,ppt,1.077760413859999e-4,0
1839,"(348.275,348.3]",348.275,348.3,0.025,ppt,9.69984372473999e-5,0
1840,"(348.375,348.4]",348.375,348.4,0.025,ppt,1.2933124966319986e-4,0
1841,"(348.475,348.5]",348.475,348.5,0.025,ppt,1.2933124966319986e-4,0
1842,"(348.575,348.6]",348.575,348.6,0.025,ppt,8.622083310879991e-5,0
1843,"(348.675,348.7]",348.675,348.7,0.025,ppt,1.7244166621759982e-4,0
1844,"(348.775,348.8]",348.775,348.8,0.025,ppt,7.544322897019993e-5,0
1845,"(348.875,348.9]",348.875,348.9,0.025,ppt,8.622083310879991e-5,0
1846,"(348.975,349]",348.975,349,0.025,ppt,9.69984372473999e-5,0
1847,"(349.075,349.1]",349.075,349.1,0.025,ppt,6.466562483159993e-5,0
1848,"(349.175,349.2]",349.175,349.2,0.025,ppt,9.69984372473999e-5,0
1849,"(349.275,349.3]",349.275,349.3,0.025,ppt,1.1855364552459988e-4,0
1850,"(349.375,349.4]",349.375,349.4,0.025,ppt,1.939968744947998e-4,0
1851,"(349.475,349.5]",349.475,349.5,0.025,ppt,2.155520827719998e-4,0
1852,"(349.575,349.6]",349.575,349.6,0.025,ppt,1.939968744947998e-4,0
1853,"(349.675,349.7]",349.675,349.7,0.025,ppt,9.69984372473999e-5,0
1854,"(349.775,349.8]",349.775,349.8,0.025,ppt,8.622083310879991e-5,0
1855,"(349.875,349.9]",349.875,349.9,0.025,ppt,1.6166406207899985e-4,0
1856,"(349.975,350]",349.975,350,0.025,ppt,9.69984372473999e-5,0
1857,"(350,350.025]",350,350.025,0.025,ppt,1.0777604138599989e-5,0
1858,"(350.075,350.1]",350.075,350.1,0.025,ppt,1.6166406207899985e-4,0
1859,"(350.175,350.2]",350.175,350.2,0.025,ppt,1.939968744947998e-4,0
1860,"(350.275,350.3]",350.275,350.3,0.025,ppt,6.466562483159993e-5,0
1861,"(350.3,350.325]",350.3,350.325,0.025,ppt,1.0777604138599989e-5,0
1862,"(350.375,350.4]",350.375,350.4,0.025,ppt,7.544322897019993e-5,0
1863,"(350.475,350.5]",350.475,350.5,0.025,ppt,8.622083310879991e-5,0
1864,"(350.575,350.6]",350.575,350.6,0.025,ppt,1.077760413859999e-4,0
1865,"(350.675,350.7]",350.675,350.7,0.025,ppt,9.69984372473999e-5,0
1866,"(350.775,350.8]",350.775,350.8,0.025,ppt,7.544322897019993e-5,0
1867,"(350.875,350.9]",350.875,350.9,0.025,ppt,1.5088645794039985e-4,0
1868,"(350.975,351]",350.975,351,0.025,ppt,1.4010885380179986e-4,0
1869,"(351.075,351.1]",351.075,351.1,0.025,ppt,7.544322897019993e-5,0
1870,"(351.175,351.2]",351.175,351.2,0.025,ppt,8.622083310879991e-5,0
1871,"(351.275,351.3]",351.275,351.3,0.025,ppt,1.2933124966319986e-4,0
1872,"(351.375,351.4]",351.375,351.4,0.025,ppt,9.69984372473999e-5,0
1873,"(351.475,351.5]",351.475,351.5,0.025,ppt,1.1855364552459988e-4,0
1874,"(351.5,351.525]",351.5,351.525,0.025,ppt,2.1555208277199977e-5,0
1875,"(351.575,351.6]",351.575,351.6,0.025,ppt,1.1855364552459988e-4,0
1876,"(351.675,351.7]",351.675,351.7,0.025,ppt,1.4010885380179986e-4,0
1877,"(351.775,351.8]",351.775,351.8,0.025,ppt,1.6166406207899985e-4,0
1878,"(351.875,351.9]",351.875,351.9,0.025,ppt,1.077760413859999e-4,0
1879,"(351.975,352]",351.975,352,0.025,ppt,1.5088645794039985e-4,0
1880,"(352,352.025]",352,352.025,0.025,ppt,1.0777604138599989e-5,0
1881,"(352.075,352.1]",352.075,352.1,0.025,ppt,1.6166406207899985e-4,0
1882,"(352.175,352.2]",352.175,352.2,0.025,ppt,1.6166406207899985e-4,0
1883,"(352.275,352.3]",352.275,352.3,0.025,ppt,1.5088645794039985e-4,0
1884,"(352.375,352.4]",352.375,352.4,0.025,ppt,1.832192703561998e-4,0
1885,"(352.475,352.5]",352.475,352.5,0.025,ppt,4.3110416554399954e-5,0
1886,"(352.575,352.6]",352.575,352.6,0.025,ppt,1.5088645794039985e-4,0
1887,"(352.675,352.7]",352.675,352.7,0.025,ppt,1.2933124966319986e-4,0
1888,"(352.775,352.8]",352.775,352.8,0.025,ppt,7.544322897019993e-5,0
1889,"(352.875,352.9]",352.875,352.9,0.025,ppt,9.69984372473999e-5,0
1890,"(352.975,353]",352.975,353,0.025,ppt,1.7244166621759982e-4,0
1891,"(353.075,353.1]",353.075,353.1,0.025,ppt,5.388802069299995e-5,0
1892,"(353.175,353.2]",353.175,353.2,0.025,ppt,1.6166406207899985e-4,0
1893,"(353.275,353.3]",353.275,353.3,0.025,ppt,1.1855364552459988e-4,0
1894,"(353.375,353.4]",353.375,353.4,0.025,ppt,9.69984372473999e-5,0
1895,"(353.475,353.5]",353.475,353.5,0.025,ppt,1.077760413859999e-4,0
1896,"(353.575,353.6]",353.575,353.6,0.025,ppt,1.077760413859999e-4,0
1897,"(353.675,353.7]",353.675,353.7,0.025,ppt,8.622083310879991e-5,0
1898,"(353.775,353.8]",353.775,353.8,0.025,ppt,2.586624993263997e-4,0
1899,"(353.8,353.825]",353.8,353.825,0.025,ppt,1.0777604138599989e-5,0
1900,"(353.875,353.9]",353.875,353.9,0.025,ppt,1.5088645794039985e-4,0
1901,"(353.975,354]",353.975,354,0.025,ppt,1.077760413859999e-4,0
1902,"(354,354.025]",354,354.025,0.025,ppt,1.0777604138599989e-5,0
1903,"(354.075,354.1]",354.075,354.1,0.025,ppt,1.2933124966319986e-4,0
1904,"(354.175,354.2]",354.175,354.2,0.025,ppt,1.7244166621759982e-4,0
1905,"(354.275,354.3]",354.275,354.3,0.025,ppt,8.622083310879991e-5,0
1906,"(354.375,354.4]",354.375,354.4,0.025,ppt,6.466562483159993e-5,0
1907,"(354.475,354.5]",354.475,354.5,0.025,ppt,6.466562483159993e-5,0
1908,"(354.5,354.525]",354.5,354.525,0.025,ppt,1.0777604138599989e-5,0
1909,"(354.575,354.6]",354.575,354.6,0.025,ppt,1.6166406207899985e-4,0
1910,"(354.675,354.7]",354.675,354.7,0.025,ppt,1.4010885380179986e-4,0
1911,"(354.775,354.8]",354.775,354.8,0.025,ppt,1.2933124966319986e-4,0
1912,"(354.875,354.9]",354.875,354.9,0.025,ppt,1.7244166621759982e-4,0
1913,"(354.975,355]",354.975,355,0.025,ppt,8.622083310879991e-5,0
1914,"(355,355.025]",355,355.025,0.025,ppt,1.0777604138599989e-5,0
1915,"(355.075,355.1]",355.075,355.1,0.025,ppt,2.047744786333998e-4,0
1916,"(355.175,355.2]",355.175,355.2,0.025,ppt,9.69984372473999e-5,0
1917,"(355.275,355.3]",355.275,355.3,0.025,ppt,5.388802069299995e-5,0
1918,"(355.3,355.325]",355.3,355.325,0.025,ppt,1.0777604138599989e-5,0
1919,"(355.375,355.4]",355.375,355.4,0.025,ppt,1.5088645794039985e-4,0
1920,"(355.475,355.5]",355.475,355.5,0.025,ppt,1.077760413859999e-4,0
1921,"(355.5,355.525]",355.5,355.525,0.025,ppt,1.0777604138599989e-5,0
1922,"(355.575,355.6]",355.575,355.6,0.025,ppt,1.6166406207899985e-4,0
1923,"(355.675,355.7]",355.675,355.7,0.025,ppt,2.586624993263997e-4,0
1924,"(355.775,355.8]",355.775,355.8,0.025,ppt,1.077760413859999e-4,0
1925,"(355.875,355.9]",355.875,355.9,0.025,ppt,8.622083310879991e-5,0
1926,"(355.975,356]",355.975,356,0.025,ppt,4.3110416554399954e-5,0
1927,"(356.075,356.1]",356.075,356.1,0.025,ppt,1.1855364552459988e-4,0
1928,"(356.175,356.2]",356.175,356.2,0.025,ppt,1.1855364552459988e-4,0
1929,"(356.275,356.3]",356.275,356.3,0.025,ppt,1.2933124966319986e-4,0
1930,"(356.375,356.4]",356.375,356.4,0.025,ppt,8.622083310879991e-5,0
1931,"(356.475,356.5]",356.475,356.5,0.025,ppt,1.077760413859999e-4,0
1932,"(356.575,356.6]",356.575,356.6,0.025,ppt,1.5088645794039985e-4,0
1933,"(356.675,356.7]",356.675,356.7,0.025,ppt,1.2933124966319986e-4,0
